"","Entity","Records_Lost","Year","Full_Story","Sector","Data_Sensitivity","Malware","Lost_or_Stolen_Device","Intentional_Data_Leak","Web_Based_Attack","Network_Based_Attack","Not_Enough_Info","State_Sponsored","Poor_Security_Practices","Method"
"280","SKY Brasil","32,000,000","2018","Data belonging to 32 million customers of SKY Brasil has been exposed online long enough to make their theft very likely, an independent security researcher discovered.
Fábio Castro found that the data cache could be reached by anyone that knew where to look on the internet.
Personal info ready for the picking
Using the advanced features of the Shodan search engine, he was able to discover multiple servers in Brazil running Elasticsearch that made information available without authentication.
A cluster of servers called ""digital-logs-prd"" attracted the researcher's attention and with a simple command, he listed the indices available, one of them 429.1GB in size.
 
The file included personally identifiable information of SKY Brasil customers, which featured full name, email address, service login password, client IP address, payment methods, phone number, and street address.
""The data the server stored was Full name, e-mail, password, pay-TV package data (Sky Brazil), client ip addresses, personal addresses, payment methods,"" Castro told BleepingComputer. ""Among other information the model of the device, serial numbers of the device that is in the customer's home, and also the log files of the whole platform.""
SKY Brasil is a telecommunications company that also offers television services, being the second largest provider of pay-TV services in the country, according to statistics from March.
In a conversation with BleepingComputer, Castro said that he reported his findings to the company who fixed the problem by restricting access with a password, an operation that takes just a few minutes.
Because the server has been exposed for a long time, the protective measure may have come too late. Castro told us that it is very possible that criminals have already grabbed the data.
Bad habits die hard
According to the researcher, who is a customer of SKY Brasil and had his info exposed, too, the data cache contained the home addresses and phone numbers belonging to high-ranked politicians, such as governors, and government employees.
Details like these are a boon for criminals. They can use it in elaborate and difficult to detect social engineering attacks well-off individuals.
Although protecting sensitive information against public access is common sense security, misconfigured Elasticsearch servers are a regular thing even for large corporations handling hundreds of millions of records with personal data.
Cybercriminals have been taking advantage of data servers exposed online for a long time. BleepingComputer reported in the past on hackers hijacking insecure MongoDB, ElasticSearch, Hadoop, CouchDB, Cassandra, and MySQL and holding them for ransom.
 
 
","telecoms","1",0,0,0,0,0,0,0,1,"Poor_Security_Practices"
"281","Vision Direct","100,000","2018","Attackers have compromised Vision Direct customers’ contact information and financial details, including complete card numbers, expiry dates and the CVV security code.
The UK retailer specialising in contact lenses told a number of its customers this weekend that their details had been stolen in a data breach that lasted five days, between 3 and 8 November.
The attackers made away with personal information, such as full name, address, phone number, email address, and password, as well as customers’ financial details including the CVV security code required to complete online transactions.
""Unfortunately this information could be used to conduct fraudulent transactions,"" Vision Direct UK said in a letter to customers.
""Vision Direct has taken steps to prevent any further data theft, the website is working normally and we are working with the authorities to investigate how this theft occurred.""
Vision Direct did not say how many users may have been affected and did not offer an explanation at this early stage.
The company has asked users to review their bank statements as soon as possible and change their passwords on the website.
Questions also remain over whether the firm had been storing CVV codes against PCI standards, as it is not permitted to keep verification codes after payments are authorised.
But it is unclear whether the CVV codes stolen in this breach were previously stored, or intercepted as customers made transactions.
IT Pro asked the retailer how many users were affected, how exactly the attack occurred, and whether the CVV codes stolen were held or intercepted, but did not get a response at the time of writing.
Although there is no official explanation, security researcher Troy Mursch discovered that the attackers may have stolen the data by running a fake Google Analytics script on the UK website, as well as several domains across Europe.
Perhaps running against the consensus, CEO of web security firm High-Tech Bridge Ilia Kolochenko has branded this incident “much fuss about nothing”.
""Allegedly, the breach lasted for five days and impacted only a very limited, statistically negligent, number of customers,” he said. We have been seeing much worse data breaches occur on a daily basis.
""Similarly, the supposed method of data theft via a fake Google analytics script presumably inserted by developers’ mistake is not novel or otherwise remarkable. Instead it is just one more colourful example of when a human is the weakest link.""
""Strange that such a visible hack remained undetected by third parties for five consecutive days however.""
The Information Commissioner’s Office (ICO) told IT Pro it had not yet received any reports concerning the Vision Direct data breach.
""Organisations must notify the ICO within 72 hours of becoming aware of a personal data breach unless it does not pose a risk to people’s rights and freedoms,"" an ICO spokesperson said.
""If an organisation decides that a breach doesn’t need to be reported they should keep their own record of it, and be able to explain why it wasn’t reported if necessary.
""All organisations processing personal data should do so safely and securely. If anyone has concerns about how their data has been handled, they can report these concerns to us.""
 
 
","retail","4",0,0,0,1,0,0,0,0,"Web_Based_Attack"
"282","Healthcare.gov","75,000","2018","Sensitive information belonging to roughly 75,000 individuals was exposed after a government healthcare sign-up system got hacked, the Centers for Medicare & Medicaid Services (CMS) said on Friday.
The agency said that “anomalous system activity” was detected last week in the Direct Enrollment system, which Americans use to enroll in healthcare plans via the insurance exchange established under the Affordable Care Act—also known as Obamacare.
A breach was declared on Wednesday. It’s unclear why the agency, a division of the U.S. Department of Health and Human Services, chose to not announce the incident sooner.
Officials said the hacked portal is used by insurance agents and brokers to help Americans sign up for coverage and that no other systems were involved. The affected system has been disabled. CMS said it hoped to restore it before the end of next week.
The accounts linked to the suspicious activity have also been deactivated.
“I want to make clear to the public that HealthCare.gov and the Marketplace Call Center are still available, and open enrollment will not be negatively impacted,” CMS Administrator Seema Verma said in a statement. “We are working to identify the individuals potentially impacted as quickly as possible so that we can notify them and provide resources such as credit protection.”
The agency did not supply any additional details regarding the types of personal information exposed, though insurance applicants are typically asked to provide sensitive details, such as Social Security numbers. A request for comment was not immediately answered.
“It is important to note that CMS is in the beginning stages of the assessment of this breach,” CMS said. “This is an evolving situation and we will continue to provide additional information.”
 
 
","healthcare","4",0,0,0,1,0,0,0,0,"Web_Based_Attack"
"283","CMS","93,689","2018","Almost 20,000 additional people were affected by a data breach that hit the Centers for Medicare & Medicaid Services (CMS) last month, bringing the tally to 93,689 individuals, according to the agency.
Since Oct. 16, when CMS detected “suspicious activity” in the Affordable Care Act-established Direct Enrollment Pathway for agents and brokers, the agency has notified all affected parties via mail and phone. The organization offered free credit protection and other preventive and remedial services related to identity monitoring, identity theft insurance and identity restoration, officials said this week.
At first, about a month ago, CMS said that “anomalous activity” in the system had compromised data from roughly 75,000 people. But after working with law enforcement officials, the entity reached the updated total that it released this week.
The precise nature of the security incident remains unclear. After several requests for more information from Healthcare Analytics News™, CMS press officials have declined to comment, citing the open investigation.
In its latest update, the agency didn’t offer any additional information regarding the suspicious activity. We are awaiting comment from the U.S. Department of Health & Human Services Office of the Inspector General, which is now handling media requests related to the incident.
About a week after the data breach, CMS sent out an alert claiming that the breach didn’t affect any protected health information or banking or federal tax data.
A letter sent to victims, however, noted that names, dates of birth, addresses, portions of Social Security numbers, expected income, family relationships, health insurance status and other information might have been compromised in the incident.
The cyberattack occurred shortly before open enrollment began on Nov. 1, raising unfounded concerns that registration infrastructure could be paralyzed. Although CMS closed the Direct Enrollment Pathway — a portal that allows agents and brokers to help consumers obtain health insurance — other avenues remained unimpeded. CMS also returned service to the Direct Enrollment Pathway prior to November.
 
","healthcare","2",0,0,0,0,0,1,0,0,"Not_Enough_Info"
"284","Facebook","29,000,000","2018","Facebook has “tentatively” concluded that spammers pretending to be a digital marketing firm are responsible for the biggest hack in the company’s history, according to a report in The Wall Street Journal.
Anonymous sources told the WSJ that the company does not believe a nation-state was involved.
The hacker stole personal information of 29 million Facebook users.
Facebook believes that spammers, and not a nation-state, are responsible for a devastating recent hack that stole the personal information of 29 million Facebook users, according to a report by The Wall Street Journal on Wednesday.
The report, which cites anonymous sources, says that Facebook has “tentatively” concluded the hackers were spammers who were posing as a digital marketing company.
The hack, which Facebook first disclosed in September, is the largest breach suffered by the social network. The hackers were able to exploit vulnerabilities in Facebook’s code to get their hands on “access tokens” – essentially digital keys that give them full access to compromised users’ accounts – and then scraped users’ data.
Among the user data stolen by hackers were birthdates, phone numbers, search history and even recent locations the users had “checked in” at.
Facebook and other social media services have increasingly been targeted by malicious actors seeking to use the platforms to spread misinformation and wreak other havoc. Facebook has said it believes Russian operatives were behind a campaign to spread misinformation ahead of the 2016 US Presidential elections.
The fact that criminal spammers, presumably with commercial motives rather than a political agenda, are behind the recent hack is an unexpected development, though it’s unlikely to quell some of the mistrust the company has earned from a large segment of users.
Interestingly, Facebook noted in an update last week that the FBI had asked it not to publicly discuss “who may be behind this attack.”
A Facebook representative referred Business Insider to the company’s statement from a week ago when it disclosed certain details of the incident: “We are cooperating with the FBI on this matter. The FBI is actively investigating and have asked us not to discuss who may be behind this attack.”
 
","tech","2",0,0,0,1,0,0,0,0,"Web_Based_Attack"
"285","Newegg","45,000,000","2018","Hackers injected 15 lines of card skimming code on the online retailer's payments page which remained for more than a month between August 14 and September 18, Yonathan Klijnsma, a threat researcher at RiskIQ, told TechCrunch. The code siphoned off credit card data from unsuspecting customers to a server controlled by the hackers with a similar domain name -- likely to avoid detection. The server even used an HTTPS certificate to blend in. The code also worked for both desktop and mobile customers -- though it's unclear if mobile customers are affected.

The online electronics retailer removed the code on Tuesday after it was contacted by incident response firm Volexity, which first discovered the card skimming malware and reported its findings. Newegg is one of the largest retailers in the US, making $2.65 billion in revenue in 2016. The company touts more than 45 million monthly unique visitors, but it's not known precisely how many customers completed transactions during the period.","retail","3",1,0,0,0,0,0,0,0,"Malware"
"286","Desjardins Group","2,900,000","2019","The Quebec-based Desjardins Group has admitted to being victimized by the largest data breach in Canadian history.
Laval police informed the financial-services giant that personal information of more than 2.9 million members has been shared with people outside of the organization.
This includes 2.7 million people and 173,000 businesses.
""This situation is the outcome of unauthorized and illegal use of our internal data by an employee who has since been fired,"" Desjardins said in a statement. ""In light of these events, and given the circumstances, additional security measures were put in place on all accounts.""
Desjardins, which is the largest federation of credit unions in North America, will be informing people by letters if they've been affected.
Leaked data included first and last names, birthdates, social insurance numbers, addresses, phone numbers, email addresses, and details about banking habits.
However, passwords, security questions, and PINs [personal information numbers] were not disclosed.
The cooperative also includes insurance, real estate, venture capital, and brokerage divisions.
""I'd like to reassure our members and clients: their accounts and assets with Desjardins are protected in the event of fraud,"" group president and CEO Guy Cormier said in a statement. ""If they suffer a financial loss as a result of this situation, they will get their money back. We regret this situation and are making every effort to ensure that it doesn't happen again.""
Members and clients who have questions are being encouraged to call 1-800-CAISSES from 9 a.m. to 9 p.m., seven days a week.
The largest data breach in history occurred in 2013 when three billion Yahoo accounts were hacked. The following year, 500 million yahoo accounts were hacked.
In 2019, information was leaked on 540 million Facebook users due to poor security.
 
 
","financial","2",0,0,1,0,0,0,0,0,"Intentional_Data_Leak"
"287","US Customs and Border Protection","100,000","2019","U.S. Customs and Border Protection officials said Monday that photos of travelers had been compromised as part of a “malicious cyberattack,” raising concerns over how federal officials’ expanding surveillance efforts could imperil Americans’ privacy.
Customs officials said in a statement Monday that the images, which included photos of people’s faces and license plates, had been compromised as part of an attack on a federal subcontractor.
CBP makes extensive use of cameras and video recordings at airports and land border crossings, where images of vehicles are captured. Those images are used as part of a growing agency facial-recognition program designed to track the identity of people entering and exiting the U.S.
Fewer than 100,000 people were impacted, said CBP, citing “initial reports.” The photographs were taken of people in vehicles entering and exiting the U.S. over a month and a half through a single land border entry port, which CBP did not name. Officials said the stolen information did not include other identifying information, and no passport or other travel document photos were compromised.
 
 
","government","2",0,0,0,0,0,1,0,0,"Not_Enough_Info"
"288","Quest Diagnostics","11,900,000","2019","Quest Diagnostics, one of the biggest blood testing providers in the country, warned Monday that nearly 12 million of its customers may have had personal, financial and medical information breached due to an issue with one of its vendors.
In a filing with securities regulators, Quest said it was notified that between Aug. 1, 2018, and March 30, 2019, that someone had unauthorized access to the systems of AMCA, a billing collections vendor.
""(The) information on AMCA’s affected system included financial information (e.g., credit card numbers and bank account information), medical information and other personal information (e.g., Social Security Numbers),"" Quest said in the filing.
While customers' broad medical information might have been compromised, Quest said AMCA did not have access to actual lab test results, and so therefore that data was not impacted. 
Quest said it was told that as of May 31, information on roughly 11.9 million of its patients was stored on the affected AMCA system. 
The company said it has not received ""detailed or complete"" information from AMCA about the breach yet. 
""Quest Diagnostics takes this matter very seriously and is committed to the privacy and security of patients’ personal, medical and financial information,"" the company added in the filing. 
In a statement later Monday, the firm representing the American Medical Collection System said it was investigating the ""data incident."" 
""Upon receiving information from a security compliance firm that works with credit card companies of a possible security compromise, we conducted an internal review, and then took down our web payments page,"" the statement said. ""We hired a third-party external forensics firm to investigate any potential security breach in our systems, migrated our web payments portal services to a third-party vendor, and retained additional experts to advise on, and implement, steps to increase our systems’ security. We have also advised law enforcement of this incident. We remain committed to our system’s security, data privacy, and the protection of personal information.""
 
 
 
","healthcare","4",0,0,0,0,0,1,0,0,"Not_Enough_Info"
"289","Australian National University","200,000","2019","The Australian National University is in damage control after discovering a major data breach a fortnight ago in which a “significant” amount of staff and student information was accessed by a “sophisticated operator”.
The university has confirmed an estimated 200,000 people have been affected by the hack, based on student numbers each year and staff turnover.
In a message to staff and students, vice-chancellor Brian Schmidt said someone illegally accessed the university’s systems in late 2018.
“We believe there was unauthorised access to significant amounts of personal staff, student and visitor data extending back 19 years,” Schmidt said.
Australian security services investigate attempted cyber attack on parliament
Information accessed in the data breach includes: names, addresses, dates of birth, phone numbers, personal email addresses, emergency contact details, tax file numbers, payroll information, bank account details, passport details and student academic records.
The university said stored credit card details, travel information, medical records, police checks, workers’ compensation, vehicle registration numbers and some performance records have not been affected.
“We have no evidence that research work has been affected,” Schmidt said.
ANU is working closely with Australian government security agencies and industry security partners to investigate the attack further, he added.
Last July, Australia’s top-ranked university said it had spent several months fighting off a threat to its computer systems, with reports hackers were traced to China.
“Following the incident reported last year, we undertook a range of upgrades to our systems to better protect our data. Had it not been for those upgrades, we would not have detected this incident,” Schmidt said.
Cyber security expert Greg Austin from the University of New South Wales said universities in Australia are a prime target.
He characterised the scale of this attack in the middle to top end.
“It’s fair to say states, major powers with cyber espionage capabilities do target universities … because the elites of various countries attend those universities,” he told Guardian Australia.
The academic said some foreign students studying in Australia would be the sons and daughters of overseas power-brokers or future leaders themselves.
Austin said corporations under cyber attack often become quite disorientated by the experience and are unsure whether to double or triple their investment in cyber security.
“One can’t necessarily blame ANU in a sense, these sort of attacks, if they’re a sophisticated foreign government, they will get this sort of information that’s been stolen by hook or by crook,” he said.
The Australian Cyber Security Centre confirmed it is working with ANU to secure the networks, protect users and investigate the full extent of the compromise.
“This compromise is a salient reminder that the cyber threat is real and that the methods used by malicious actors are constantly evolving,” a spokesman said.
“Unfortunately, a malicious actor with sufficient capability, time and resources will almost always be able to compromise an internet-connected computer network,” the spokesman said.
Australian Signals Directorate advised that it does appear to be the work of a sophisticated actor.
The university has set up a hotline for staff and students concerned about the breach: 1800 275 268.
 
","academic","4",0,0,0,0,0,0,1,0,"State_Sponsored"
"290","Canva","139,000,000","2019","Canva, a Sydney-based startup that's behind the eponymous graphic design service, was hacked earlier today, ZDNet has learned.
Data for roughly 139 million users has been taken during the breach, according to the hacker, who tipped off ZDNet.
Responsible for the breach is a hacker going online as GnosticPlayers. The hacker is infamous. Since February this year, he/she/they has put up for sale on the dark web the data of 932 million users, which he stole from 44 companies from all over the world.
HACK TOOK PLACE THIS MORNING
Today, the hacker contacted ZDNet about his latest hack, involving Australian tech unicorn Canva, which he said he breached just hours before, earlier this morning.
""I download everything up to May 17,"" the hacker said. ""They detected my breach and closed their database server.""
Stolen data included details such as customer usernames, real names, email addresses, and city & country information, where available.
For 61 million users, password hashes were also present in the database. The passwords where hashed with the bcrypt algorithm, currently considered one of the most secure password-hashing algorithms around.
For other users, the stolen information included Google tokens, which users had used to sign up for the site without setting a password.
Of the total 139 million users, 78 million users had a Gmail address associated with their Canva account.
ZDNet requested a sample of the hacked data, so we could verify the hacker's claims. We received a sample with the data of 18,816 accounts, including the account details for some of the site's staff and admins.
We used this information to contact Canva users, who verified the validity of the data we received. We also contacted the site's administrators, informing them of the breach and requesting an official statement.
""Canva was today made aware of a security breach which enabled access to a number of usernames and email addresses,"" a Canva spokesperson told ZDNet via email.
""We securely store all of our passwords using the highest standards (individually salted and hashed with bcrypt) and have no evidence that any of our users' credentials have been compromised. As a safeguard, we are encouraging our community to change their passwords as a precaution,"" the company said.
""We will continue to communicate with our community as we learn more about the situation.""
ONE OF THE INTERNET'S BIGGEST SITES
Canva is one of Australia's biggest tech companies. Founded in 2012, the Canva website has become a favorite among regular users and large companies who often use it to build quick websites, design logos, or put together eye-catching marketing materials.
Since its launch, the site has shot up the Alexa website traffic rank, and has recently entered the Top 200, currently ranked at #170.
Three days ago, the company announced it raised $70 million in a Series-D funding round, and is now valued at a whopping $2.5 billion. Canva also recently acquired two of the world's biggest free stock content sites -- Pexels and Pixabay. Details of Pexels and Pixabay users were not included in the data stolen by the hacker.
With today's hack, GnosticPlayers has now stolen over one billion user credentials, a goal the hacker told ZDNet in previous interviews he was aiming for. If anyone's still keeping count, that's 1,071 billion credentials from 45 companies.
Previous coverage of GnosticPlayers' hacks:
","tech","2",0,0,0,0,0,1,0,0,"Not_Enough_Info"
"291","First American Financial Corporation","885,000,000","2019","The Web site for Fortune 500 real estate title insurance giant First American Financial Corp. leaked hundreds of millions of documents related to mortgage deals going back to 2003, until notified this week by KrebsOnSecurity. The digitized records — including bank account numbers and statements, mortgage and tax records, Social Security numbers, wire transaction receipts, and drivers license images — were available without authentication to anyone with a Web browser.
Santa Ana, Calif.-based First American is a leading provider of title insurance and settlement services to the real estate and mortgage industries. It employs some 18,000 people and brought in more than $5.7 billion in 2018.
Earlier this week, KrebsOnSecurity was contacted by a real estate developer in Washington state who said he’d had little luck getting a response from the company about what he found, which was that a portion of its Web site (firstam.com) was leaking tens if not hundreds of millions of records. He said anyone who knew the URL for a valid document at the Web site could view other documents just by modifying a single digit in the link.
And this would potentially include anyone who’s ever been sent a document link via email by First American.
KrebsOnSecurity confirmed the real estate developer’s findings, which indicate that First American’s Web site exposed approximately 885 million files, the earliest dating back more than 16 years. No authentication was required to read the documents.
Many of the exposed files are records of wire transactions with bank account numbers and other information from home or property buyers and sellers. Ben Shoval, the developer who notified KrebsOnSecurity about the data exposure, said that’s because First American is one of the most widely-used companies for real estate title insurance and for closing real estate deals — where both parties to the sale meet in a room and sign stacks of legal documents.
“Closing agencies are supposed to be the only neutral party that doesn’t represent someone else’s interest, and you’re required to have title insurance if you have any kind of mortgage,” Shoval said.
You give them all kinds of private information and you expect that to stay private.
“The title insurance agency collects all kinds of documents from both the buyer and seller, including Social Security numbers, drivers licenses, account statements, and even internal corporate documents if you’re a small business. You give them all kinds of private information and you expect that to stay private.”
Shoval shared a document link he’d been given by First American from a recent transaction, which referenced a record number that was nine digits long and dated April 2019. Modifying the document number in his link by numbers in either direction yielded other peoples’ records before or after the same date and time, indicating the document numbers may have been issued sequentially.
The earliest document number available on the site – 000000075 — referenced a real estate transaction from 2003. From there, the dates on the documents get closer to real time with each forward increment in the record number.
As of the morning of May 24, firstam.com was returning documents up to the present day (885,000,000+), including many PDFs and post-dated forms for upcoming real estate closings. By 2 p.m. ET Friday, the company had disabled the site that served the records. It’s not yet clear how long the site remained in its promiscuous state, but archive.org shows documents available from the site dating back to at least March 2017.
First American wouldn’t comment on the overall number of records potentially exposed via their site, or how long those records were publicly available. But a spokesperson for the company did share the following statement:
“First American has learned of a design defect in an application that made possible unauthorized access to customer data.  At First American, security, privacy and confidentiality are of the highest priority and we are committed to protecting our customers’ information. The company took immediate action to address the situation and shut down external access to the application. We are currently evaluating what effect, if any, this had on the security of customer information. We will have no further comment until our internal review is completed.”
I should emphasize that these documents were merely available from First American’s Web site; I do not have any information on whether this fact was known to fraudsters previously, nor do I have any information to suggest the documents were somehow mass-harvested (although a low-and-slow or distributed indexing of this data would not have been difficult for even a novice attacker).
Nevertheless, the information exposed by First American would be a virtual gold mine for phishers and scammers involved in so-called Business Email Compromise (BEC) scams, which often impersonate real estate agents, closing agencies, title and escrow firms in a bid to trick property buyers into wiring funds to fraudsters. According to the FBI, BEC scams are the most costly form of cybercrime today.
Armed with a single link to a First American document, BEC scammers would have an endless supply of very convincing phishing templates to use. A database like this also would give fraudsters a constant feed of new information about upcoming real estate financial transactions — including the email addresses, names and phone numbers of the closing agents and buyers.
As noted in past stories here, these types of data exposures are some of the most common yet preventable. In December 2018, the parent company of Kay Jewelers and Jared Jewelers fixed a weakness in their site that exposed the order information for all of their online customers.
In August 2018, financial industry giant Fiserv Inc. fixed a bug reported by KrebsOnSecurity that exposed personal and financial details of countless customers across hundreds of bank Web sites.
In July 2018, identity theft protection service LifeLock corrected an information disclosure flaw that exposed the email address of millions of subscribers. And in April 2018, PaneraBread.com remedied a weakness exposing millions of customer names, email and physical addresses, birthdays and partial credit card numbers.

","financial","4",0,0,0,0,0,0,0,1,"Poor_Security_Practices"
"292","Chtrbox","49,000,000","2019","A massive database containing contact information of millions of Instagram  influencers, celebrities and brand accounts has been found online.
The database, hosted by Amazon Web Services, was left exposed and without a password allowing anyone to look inside. At the time of writing, the database had over 49 million records — but was growing by the hour.
From a brief review of the data, each record contained public data scraped from influencer Instagram accounts, including their bio, profile picture, the number of followers they have, if they’re verified and their location by city and country, but also contained their personal contact information, such as the Instagram account owner’s email address and phone number.
Security researcher Anurag Sen discovered the database and alerted TechCrunch in an effort to find the owner and get the database secured. We traced the database back to Mumbai-based social media marketing firm Chtrbox, which pays influencers to post sponsored content on their accounts. The records contained data that calculated the worth of each account, based off the number of followers, engagement, reach, likes and shares they had. This was used as a metric to determine how much the company could pay an Instagram celebrity or influencer to post an ad.
TechCrunch found several high-profile influencers in the exposed database, including prominent food bloggers, celebrities and other social media influencers.
We contacted several people at random whose information was found in the database and provided them their phone numbers. Two of the people responded and confirmed their email address and phone number found in the database was used to set up their Instagram accounts. Neither had any involvement with Chtrbox, they said.
Shortly after we reached out, Chtrbox pulled the database offline. Pranay Swarup, the company’s founder and chief executive, did not respond to a request for comment and several questions, including how the company obtained personal Instagram account email addresses and phone numbers. Later in a tweet, Chtrbox disputed the number of people affected and claimed no more than 350,000 influencers were affected. Chtrbox also said database was only open for 72 hours, but the researcher confirmed the database was first detected on Shodan, a search engine for exposed databases and devices, on May 14.
The scraping effort comes two years after Instagram admitted a security bug in its developer API allowed hackers to obtain the email addresses and phone numbers of six million Instagram accounts. The hackers later sold the data for bitcoin.
Months later, Instagram — now with more than a billion users — choked its API to limit the number of requests apps and developers can make on the platform.
Facebook, which owns Instagram, later said it disputed the report.
“We take any allegation of data misuse seriously. Following an initial investigation into the claims made in this story, we found that no private emails or phone numbers of Instagram users were accessed,” said an Instagram spokesperson. “Chtrbox’s database had publicly available information from many sources, one of which was Instagram. Chtrbox also clarified that the database contained information for 350,000 people, not 49 million as has been reported,”
“We’re looking into the issue to understand if the data described – including email and phone numbers – was from Instagram or from other sources,” said an updated statement. “We’re also inquiring with Chtrbox to understand where this data came from and how it became publicly available,” it added.
 

","media","1",0,0,0,0,0,0,0,1,"Poor_Security_Practices"
"293","WiFi Finder","2,000,000","2019","A popular hotspot finder app for Android exposed the Wi-Fi network passwords for more than two million networks.
The app, downloaded by thousands of users, allowed anyone to search for Wi-Fi networks in their nearby area. The app allows the user to upload Wi-Fi network passwords from their devices to its database for others to use.
That database of more than two million network passwords, however, was left exposed and unprotected, allowing anyone to access and download the contents in bulk.
Sanyam Jain, a security researcher and a member of the GDI Foundation, found the database and reported the findings to TechCrunch.
We spent more than two weeks trying to contact the developer, believed to be based in China, to no avail. Eventually we contacted the host, DigitalOcean,  which took down the database within a day of reaching out.
“We notified the user and have taken the [server] hosting the exposed database offline,” a spokesperson told TechCrunch.
Each record contained the Wi-Fi network name, its precise geolocation, its basic service set identifier (BSSID) and network password stored in plaintext.
Although the app developer claims the app only provides passwords for public hotspots, a review of the data showed countless home Wi-Fi networks. The exposed data didn’t include contact information for any of the Wi-Fi network owners, but the geolocation of each Wi-Fi network correlated on a map often included networks in wholly residential areas or where no discernible businesses exist.
The app doesn’t require users to obtain the permission from the network owner, exposing Wi-Fi networks to unauthorized access. With access to a network, an attacker may be able to modify router settings to point unsuspecting users to malicious websites by changing the DNS server, a vital system used to convert web addresses into the IP addresses used to locate web servers on the internet. When on a network, an attacker also can read the unencrypted traffic that goes across the wireless network, allowing them to steal passwords and secrets.
Tens of thousands of the exposed Wi-Fi passwords are for networks based in the U.S.
 

","tech","1",0,0,0,0,0,0,0,1,"Poor_Security_Practices"
"294","Toyota","3,100,000","2019","The personal information of roughly 3.1 million Toyota customers may have been leaked following a security breach of multiple Toyota and Lexus sales subsidiaries, as detailed in a breach notification issued by the car maker today.
As detailed in a press release published on Toyota'a global newsroom, unauthorized access was detected on the computing systems of Tokyo Sales Holdings, Tokyo Tokyo Motor, Tokyo Toyopet, Toyota Tokyo Corolla, Nets Toyota Tokyo, Lexus Koishikawa Sales, Jamil Shoji (Lexus Nerima), and Toyota West Tokyo Corolla.
""It turned out that up to 3.1 million items of customer information may have been leaked outside the company. The information that may have been leaked this time does not include information on credit cards,"" says the data breach notification.
Toyota has not yet confirmed if the attackers were able to exfiltrate any of the customer personal information exposed after the IT systems of its subsidiaries were breached. 
We have not confirmed the fact that customer information has been leaked at this time, but we will continue to conduct detailed surveys, placing top priority on customer safety and security.
""We apologize to everyone who has been using Toyota and Lexus vehicles for the great concern,"" states Toyota's notification.
Also, ""We take this situation seriously, and will thoroughly implement information security measures at dealers and the entire Toyota Group.""
This breach comes after Australian Toyota dealers were also targeted by a cyber attack which led to multiple corporate IT systems going down on February 19.
In a statement published two days after the incident that impacted Toyota's Australian dealers, a car maker spokesperson said that:
Our network of 279 dealers is still operational and able to help customers with their enquiries. However, there have been some impacts to parts supply, which is subsequently delaying servicing at some dealerships.
Security experts consider the attacks targeting Toyota's subsidiaries and dealers to be part of a large scale coordinated operation attributed to the Vietnamese-backed APT32 hacking group, also known as OceanLotus and Cobalt Kitty, says ZDNet.
FireEye says that APT32 is targeting ""foreign companies investing in Vietnam’s manufacturing, consumer products, consulting and hospitality sectors.""
APT32 also targeted research institutes from around the world, media organizations, various human rights organizations, and even Chinese maritime construction firms in the past. 

","transport","2",0,0,0,0,0,1,0,0,"Not_Enough_Info"
"295","BreedReady","1,800,000","2019","An open database in China contains the personal information of more than 1.8 million women, including their phone numbers, addresses, and something called “BreedReady” status, according to a researcher.
Victor Gevers, a Dutch internet expert from the non-profit group GDI.Foundation, found the insecure data cache while searching for open databases in China. He posted a series of screenshots of it over the weekend.
The database, whose server is in China, included fields labeled in English for sex, age, education, marital status, as well as a column titled “BreedReady”, which could be a poor translation of Chinese terms to describe whether a woman has children or is of child-bearing age, observers noted. It was taken down late on Monday afternoon local time, according to Gevers.
The data breach is alarming in the context of official concerns over China’s falling birthrates. Women rights advocates and critics of China’s use of strict family planning rules worry about how far the government will go to encourage more women to have children.
It is not clear whether the database is related to a dating app, a government registry, or another organisation or company. Gevers, who also identified a database maintained by a surveillance company tracking at least 2.5 million residents in Xinjiang, said he was still taking samples and working on verifying the data.
“More than this, we don’t have at the moment. Our primary concern is that it gets secured ASAP,” he told the Guardian.
The average age of women in the database was 32, with the youngest being 15, he said. Almost 90% of included entries were described single and 82% were listed as living in Beijing.
The database also included fields labeled “political” and “hasvideo” as well as links to what appear to be Facebook profile pages. Facebook is blocked in China and can only be accessed through virtual private networks.
Other IT specialists believed the database could have been built by a hacker who stole secured data from a dating website. Gevers said he and others were contacting some of those whose profile pages were linked to see if they were aware of the database or had registered such information.
In a thread titled “Is this the prologue to The Handmaid’s Tale?” on the discussion forum Douban, Chinese internet users likened the database to the television show based on a future where women are forced to reproduce.
 
“This kind of database is very indicative and frightening,” said one user, adding: “I’m a pessimist and the fact that stories like The Handmaid’s Tale exist means the signs are already there.”
 
Others were less surprised and wondered whether the information could be related to the Chinese dating website Jiayuan, which was hacked by a security researcher aiming to highlight the site’s vulnerabilities in 2015. One user on Douban wrote: “To tell the truth, this kind of data is everywhere.”
 

","tech","4",0,0,0,0,0,0,0,1,"Poor_Security_Practices"
